inventory_ID,product_ID,quantity_on_hand,quantity_reserved,quantity_available,reorder_level,reorder_quantity,last_restock_date,inventory_status,lot_number,storage_conditions
3273,3273,407,377,30,11,88,2025-01-29 02:05:23,In Stock,LOT-04337,Keep away from sunlight
3274,3274,252,229,23,21,88,2025-10-06 02:05:23,In Stock,LOT-00968,Cool and dry place
3275,3275,241,45,196,14,84,2025-06-05 02:05:23,In Stock,LOT-73045,Room temperature
3276,3276,347,182,165,95,196,2025-09-18 02:05:23,In Stock,LOT-19577,Cool and dry place
3277,3277,84,39,45,52,75,2025-10-13 02:05:23,backordered,LOT-82558,Humidity controlled
3278,3278,42,2,40,88,50,2025-07-26 02:05:23,backordered,LOT-82556,Refrigerated
3279,3279,459,200,259,72,77,2025-06-18 02:05:23,In Stock,LOT-29657,Humidity controlled
3280,3280,149,134,15,19,122,2025-08-23 02:05:23,backordered,LOT-54278,Cool and dry place
3281,3281,236,155,81,43,90,2024-12-07 02:05:23,In Stock,LOT-65619,Humidity controlled
3282,3282,49,31,18,87,107,2024-11-14 02:05:23,backordered,LOT-42557,Room temperature
3283,3283,16,12,4,53,91,2024-11-11 02:05:23,backordered,LOT-78205,Keep away from sunlight
3284,3284,414,231,183,55,180,2025-05-29 02:05:23,In Stock,LOT-82958,Room temperature
3285,3285,334,205,129,63,110,2025-05-27 02:05:23,In Stock,LOT-29236,Room temperature
3286,3286,107,30,77,69,88,2024-11-06 02:05:23,In Stock,LOT-16188,Refrigerated
3287,3287,18,2,16,17,200,2025-09-02 02:05:23,backordered,LOT-08190,Refrigerated
3288,3288,55,28,27,26,88,2025-09-25 02:05:23,In Stock,LOT-48235,Room temperature
3289,3289,394,170,224,98,131,2025-01-09 02:05:23,In Stock,LOT-71558,Refrigerated
3290,3290,367,246,121,65,154,2025-08-31 02:05:23,In Stock,LOT-68639,Humidity controlled
3291,3291,373,300,73,48,103,2025-03-04 02:05:23,In Stock,LOT-56137,Cool and dry place
3292,3292,186,40,146,60,99,2025-05-09 02:05:23,In Stock,LOT-23081,Cool and dry place
3293,3293,25,1,24,42,149,2025-07-29 02:05:23,backordered,LOT-72143,Keep away from sunlight
3294,3294,237,168,69,60,132,2025-03-16 02:05:23,In Stock,LOT-64381,Refrigerated
3295,3295,417,167,250,100,158,2024-11-29 02:05:23,In Stock,LOT-30004,Room temperature
3296,3296,490,468,22,82,97,2025-10-29 02:05:23,backordered,LOT-13211,Refrigerated
3297,3297,488,128,360,63,73,2025-02-25 02:05:23,In Stock,LOT-47165,Room temperature
3298,3298,75,5,70,27,111,2025-02-12 02:05:23,In Stock,LOT-60945,Humidity controlled
3299,3299,253,245,8,45,101,2025-08-01 02:05:23,backordered,LOT-65346,Keep away from sunlight
3300,3300,19,0,19,90,142,2024-11-02 02:05:23,backordered,LOT-99799,Room temperature
3301,3301,409,314,95,57,136,2025-10-31 02:05:23,In Stock,LOT-07075,Cool and dry place
3302,3302,247,197,50,74,101,2025-07-16 02:05:23,backordered,LOT-50476,Refrigerated
3303,3303,170,168,2,74,120,2025-02-03 02:05:23,backordered,LOT-81699,Keep away from sunlight
3304,3304,455,270,185,85,100,2025-03-24 02:05:23,In Stock,LOT-57060,Cool and dry place
3305,3305,232,184,48,85,190,2025-06-06 02:05:23,backordered,LOT-71748,Humidity controlled
3306,3306,386,233,153,15,122,2025-05-15 02:05:23,In Stock,LOT-11317,Cool and dry place
3307,3307,208,150,58,90,66,2025-03-04 02:05:23,backordered,LOT-65397,Keep away from sunlight
3308,3308,475,237,238,87,196,2025-07-06 02:05:23,In Stock,LOT-05487,Room temperature
3309,3309,427,302,125,38,165,2025-06-19 02:05:23,In Stock,LOT-39610,Room temperature
3310,3310,456,333,123,14,108,2024-11-24 02:05:23,In Stock,LOT-29087,Humidity controlled
3311,3311,130,101,29,43,51,2025-02-03 02:05:23,backordered,LOT-18274,Refrigerated
3312,3312,20,7,13,67,111,2025-04-12 02:05:23,backordered,LOT-96804,Cool and dry place
3313,3313,220,12,208,19,120,2025-01-31 02:05:23,In Stock,LOT-91872,Humidity controlled
3314,3314,481,213,268,12,178,2024-12-09 02:05:23,In Stock,LOT-74204,Room temperature
3315,3315,393,307,86,94,63,2025-02-20 02:05:23,backordered,LOT-95612,Humidity controlled
3316,3316,109,68,41,94,191,2025-06-07 02:05:23,backordered,LOT-13773,Cool and dry place
3317,3317,437,120,317,59,193,2025-05-17 02:05:23,In Stock,LOT-06260,Refrigerated
3318,3318,279,102,177,11,159,2025-09-22 02:05:23,In Stock,LOT-42359,Room temperature
3319,3319,331,125,206,71,55,2025-09-12 02:05:23,In Stock,LOT-73711,Refrigerated
3320,3320,476,383,93,43,93,2024-11-30 02:05:23,In Stock,LOT-22299,Room temperature
3321,3321,343,131,212,63,91,2025-03-28 02:05:23,In Stock,LOT-07756,Refrigerated
3322,3322,373,83,290,56,74,2025-06-07 02:05:23,In Stock,LOT-08581,Room temperature
3323,3323,277,35,242,19,89,2025-08-31 02:05:23,In Stock,LOT-67046,Cool and dry place
3324,3324,488,122,366,18,119,2025-08-02 02:05:23,In Stock,LOT-86111,Cool and dry place
3325,3325,391,231,160,53,81,2025-02-18 02:05:23,In Stock,LOT-45768,Humidity controlled
3326,3326,238,130,108,25,173,2024-11-24 02:05:23,In Stock,LOT-32102,Humidity controlled
3327,3327,142,21,121,55,73,2025-05-05 02:05:23,In Stock,LOT-19237,Refrigerated
3328,3328,198,48,150,79,114,2025-10-23 02:05:23,In Stock,LOT-85847,Humidity controlled
3329,3329,411,406,5,21,66,2025-08-10 02:05:23,backordered,LOT-12961,Refrigerated
3330,3330,175,41,134,76,186,2025-07-25 02:05:23,In Stock,LOT-80332,Keep away from sunlight
3331,3331,473,387,86,90,139,2025-10-17 02:05:23,backordered,LOT-42605,Room temperature
3332,3332,436,199,237,65,76,2025-02-12 02:05:23,In Stock,LOT-08018,Keep away from sunlight
3333,3333,108,21,87,34,173,2025-01-05 02:05:23,In Stock,LOT-49804,Cool and dry place
3334,3334,499,381,118,39,176,2025-01-20 02:05:23,In Stock,LOT-25373,Keep away from sunlight
3335,3335,198,82,116,92,144,2025-07-23 02:05:23,In Stock,LOT-37773,Cool and dry place
3336,3336,18,14,4,34,50,2025-01-13 02:05:23,backordered,LOT-12688,Room temperature
3337,3337,8,5,3,93,136,2025-04-03 02:05:23,backordered,LOT-12282,Cool and dry place
3338,3338,496,161,335,69,71,2025-08-25 02:05:23,In Stock,LOT-17819,Cool and dry place
3339,3339,304,266,38,81,79,2025-01-02 02:05:23,backordered,LOT-23653,Refrigerated
3340,3340,242,126,116,80,191,2025-05-11 02:05:23,In Stock,LOT-46060,Cool and dry place
3341,3341,319,16,303,91,131,2025-06-29 02:05:23,In Stock,LOT-56035,Room temperature
3342,3342,274,217,57,47,59,2025-09-08 02:05:23,In Stock,LOT-67932,Cool and dry place
3343,3343,480,153,327,95,85,2024-11-10 02:05:23,In Stock,LOT-79862,Room temperature
3344,3344,417,194,223,29,121,2025-05-11 02:05:23,In Stock,LOT-39847,Keep away from sunlight
3345,3345,38,33,5,56,69,2025-02-19 02:05:23,backordered,LOT-16906,Room temperature
3346,3346,378,153,225,62,55,2025-10-19 02:05:23,In Stock,LOT-18120,Room temperature
3347,3347,167,47,120,21,85,2025-02-06 02:05:23,In Stock,LOT-54647,Humidity controlled
3348,3348,306,51,255,56,79,2025-09-14 02:05:23,In Stock,LOT-54895,Room temperature
3349,3349,393,170,223,50,81,2025-07-31 02:05:23,In Stock,LOT-47876,Humidity controlled
3350,3350,108,74,34,20,109,2025-10-07 02:05:23,In Stock,LOT-98999,Room temperature
3351,3351,159,140,19,79,70,2024-11-02 02:05:23,backordered,LOT-27517,Humidity controlled
3352,3352,478,295,183,98,189,2025-06-02 02:05:23,In Stock,LOT-58891,Humidity controlled
3353,3353,336,152,184,22,153,2025-10-12 02:05:23,In Stock,LOT-44449,Room temperature
3354,3354,470,449,21,63,73,2024-11-30 02:05:23,backordered,LOT-83553,Room temperature
3355,3355,137,13,124,27,67,2025-09-14 02:05:23,In Stock,LOT-93543,Humidity controlled
3356,3356,2,0,2,71,60,2025-03-06 02:05:23,backordered,LOT-58644,Room temperature
3357,3357,207,138,69,23,117,2025-08-12 02:05:23,In Stock,LOT-96392,Humidity controlled
3358,3358,481,287,194,41,70,2025-05-14 02:05:23,In Stock,LOT-43588,Refrigerated
3359,3359,94,83,11,82,76,2024-12-14 02:05:23,backordered,LOT-53798,Cool and dry place
3360,3360,240,55,185,100,82,2025-08-07 02:05:23,In Stock,LOT-21433,Humidity controlled
3361,3361,122,52,70,10,183,2025-06-15 02:05:23,In Stock,LOT-95275,Humidity controlled
3362,3362,406,373,33,34,176,2025-01-25 02:05:23,backordered,LOT-36749,Refrigerated
3363,3363,30,13,17,37,149,2025-07-26 02:05:23,backordered,LOT-78524,Humidity controlled
3364,3364,149,88,61,27,153,2025-01-03 02:05:23,In Stock,LOT-91416,Keep away from sunlight
3365,3365,466,296,170,46,118,2025-06-27 02:05:23,In Stock,LOT-86013,Humidity controlled
3366,3366,438,63,375,100,157,2025-06-24 02:05:23,In Stock,LOT-47789,Humidity controlled
3367,3367,254,0,254,24,153,2025-01-03 02:05:23,In Stock,LOT-48963,Refrigerated
3368,3368,382,129,253,98,82,2025-01-10 02:05:23,In Stock,LOT-40679,Refrigerated
3369,3369,416,328,88,84,80,2024-11-23 02:05:23,In Stock,LOT-17665,Refrigerated
3370,3370,67,5,62,39,113,2025-10-09 02:05:23,In Stock,LOT-12215,Cool and dry place
3371,3371,350,202,148,27,105,2025-06-13 02:05:23,In Stock,LOT-00141,Cool and dry place
3372,3372,294,1,293,93,103,2025-09-06 02:05:23,In Stock,LOT-88421,Cool and dry place
3373,3373,211,27,184,53,102,2025-03-18 02:05:23,In Stock,LOT-63090,Refrigerated
3374,3374,75,15,60,57,133,2025-04-05 02:05:23,In Stock,LOT-01594,Keep away from sunlight
3375,3375,337,265,72,97,120,2025-03-19 02:05:23,backordered,LOT-46333,Refrigerated
3376,3376,439,325,114,28,102,2025-04-16 02:05:23,In Stock,LOT-99948,Room temperature
3377,3377,96,85,11,94,112,2025-02-24 02:05:23,backordered,LOT-53208,Keep away from sunlight
3378,3378,485,140,345,65,62,2025-06-25 02:05:23,In Stock,LOT-95326,Cool and dry place
3379,3379,221,118,103,30,65,2025-10-02 02:05:23,In Stock,LOT-38902,Keep away from sunlight
3380,3380,268,148,120,36,155,2025-09-06 02:05:23,In Stock,LOT-19947,Room temperature
3381,3381,72,36,36,45,95,2025-03-28 02:05:23,backordered,LOT-11363,Cool and dry place
3382,3382,242,201,41,77,66,2025-01-05 02:05:23,backordered,LOT-37922,Keep away from sunlight
3383,3383,178,77,101,92,107,2025-03-16 02:05:23,In Stock,LOT-34103,Refrigerated
3384,3384,352,141,211,71,149,2025-06-16 02:05:23,In Stock,LOT-46996,Refrigerated
3385,3385,245,56,189,66,84,2025-10-24 02:05:23,In Stock,LOT-73311,Refrigerated
3386,3386,330,248,82,59,106,2025-01-23 02:05:23,In Stock,LOT-67726,Humidity controlled
3387,3387,328,74,254,24,118,2025-04-26 02:05:23,In Stock,LOT-96084,Humidity controlled
3388,3388,130,25,105,44,182,2025-05-27 02:05:23,In Stock,LOT-37685,Keep away from sunlight
3389,3389,10,1,9,82,77,2025-07-01 02:05:23,backordered,LOT-50789,Room temperature
3390,3390,129,62,67,95,192,2024-12-22 02:05:23,backordered,LOT-67935,Humidity controlled
3391,3391,409,271,138,33,177,2025-02-04 02:05:23,In Stock,LOT-21962,Cool and dry place
3392,3392,76,2,74,51,191,2025-04-01 02:05:23,In Stock,LOT-63355,Humidity controlled
3393,3393,174,0,174,71,99,2025-07-29 02:05:23,In Stock,LOT-64343,Cool and dry place
3394,3394,375,156,219,64,114,2024-11-10 02:05:23,In Stock,LOT-69709,Room temperature
3395,3395,300,102,198,90,152,2024-11-24 02:05:23,In Stock,LOT-31706,Humidity controlled
3396,3396,289,288,1,55,74,2025-04-21 02:05:23,backordered,LOT-95560,Keep away from sunlight
3397,3397,319,100,219,41,133,2025-10-09 02:05:23,In Stock,LOT-76761,Room temperature
3398,3398,182,120,62,40,186,2025-05-15 02:05:23,In Stock,LOT-64534,Keep away from sunlight
3399,3399,116,55,61,81,54,2024-11-13 02:05:23,backordered,LOT-54722,Cool and dry place
3400,3400,52,36,16,27,109,2025-04-05 02:05:23,backordered,LOT-39898,Cool and dry place
3401,3401,104,59,45,62,186,2025-09-25 02:05:23,backordered,LOT-30650,Cool and dry place
3402,3402,348,280,68,66,84,2025-07-11 02:05:23,In Stock,LOT-31219,Refrigerated
3403,3403,111,47,64,22,59,2025-06-23 02:05:23,In Stock,LOT-80418,Cool and dry place
3404,3404,470,300,170,62,80,2025-06-11 02:05:23,In Stock,LOT-47242,Humidity controlled
3405,3405,455,230,225,36,73,2025-05-11 02:05:23,In Stock,LOT-64236,Refrigerated
3406,3406,313,60,253,21,114,2024-12-30 02:05:23,In Stock,LOT-42813,Humidity controlled
3407,3407,382,322,60,40,61,2025-03-03 02:05:23,In Stock,LOT-19092,Room temperature
3408,3408,277,85,192,94,51,2025-02-24 02:05:23,In Stock,LOT-48762,Refrigerated
3409,3409,407,210,197,52,75,2025-09-17 02:05:23,In Stock,LOT-30391,Humidity controlled
3410,3410,298,117,181,83,121,2025-11-01 02:05:23,In Stock,LOT-11428,Keep away from sunlight
3411,3411,356,178,178,55,165,2025-01-21 02:05:23,In Stock,LOT-17852,Refrigerated
3412,3412,13,11,2,22,196,2025-10-22 02:05:23,backordered,LOT-28230,Room temperature
3413,3413,98,22,76,30,109,2025-10-09 02:05:23,In Stock,LOT-52480,Refrigerated
3414,3414,100,26,74,35,83,2025-06-03 02:05:23,In Stock,LOT-88062,Keep away from sunlight
3415,3415,31,28,3,38,84,2025-10-16 02:05:23,backordered,LOT-20722,Cool and dry place
3416,3416,371,370,1,36,143,2024-12-15 02:05:23,backordered,LOT-39594,Room temperature
3417,3417,427,351,76,65,89,2024-11-14 02:05:23,In Stock,LOT-73721,Cool and dry place
3418,3418,426,81,345,70,146,2025-10-29 02:05:23,In Stock,LOT-32901,Refrigerated
3419,3419,191,8,183,78,94,2024-11-16 02:05:23,In Stock,LOT-62047,Keep away from sunlight
3420,3420,55,5,50,30,104,2025-09-25 02:05:23,In Stock,LOT-87688,Refrigerated
3421,3421,212,27,185,65,108,2024-11-08 02:05:23,In Stock,LOT-68785,Refrigerated
3422,3422,136,133,3,81,185,2025-01-03 02:05:23,backordered,LOT-99648,Humidity controlled
3423,3423,168,115,53,30,186,2024-11-28 02:05:23,In Stock,LOT-62872,Humidity controlled
3424,3424,110,57,53,64,94,2024-12-24 02:05:23,backordered,LOT-03195,Keep away from sunlight
3425,3425,142,80,62,43,104,2025-10-22 02:05:23,In Stock,LOT-41966,Refrigerated
3426,3426,207,75,132,58,187,2025-03-08 02:05:23,In Stock,LOT-64505,Cool and dry place
3427,3427,447,297,150,24,82,2025-10-05 02:05:23,In Stock,LOT-73036,Refrigerated
3428,3428,377,358,19,78,78,2025-01-19 02:05:23,backordered,LOT-27924,Keep away from sunlight
3429,3429,202,166,36,84,84,2025-10-05 02:05:23,backordered,LOT-63203,Humidity controlled
3430,3430,92,68,24,39,82,2025-07-01 02:05:23,backordered,LOT-74767,Cool and dry place
3431,3431,260,37,223,40,187,2025-01-23 02:05:23,In Stock,LOT-75372,Cool and dry place
3432,3432,173,134,39,78,73,2025-06-22 02:05:23,backordered,LOT-60321,Room temperature
3433,3433,170,140,30,27,95,2025-10-10 02:05:23,In Stock,LOT-45057,Keep away from sunlight
3434,3434,251,217,34,36,85,2025-07-12 02:05:23,backordered,LOT-66194,Cool and dry place
3435,3435,265,75,190,89,163,2025-09-26 02:05:23,In Stock,LOT-58870,Keep away from sunlight
3436,3436,369,324,45,79,70,2025-05-21 02:05:23,backordered,LOT-71553,Keep away from sunlight
3437,3437,84,35,49,53,57,2025-10-16 02:05:23,backordered,LOT-48201,Cool and dry place
3438,3438,399,13,386,95,56,2025-10-17 02:05:23,In Stock,LOT-28400,Cool and dry place
3439,3439,165,42,123,91,199,2025-09-21 02:05:23,In Stock,LOT-83850,Cool and dry place
3440,3440,352,97,255,71,75,2025-03-22 02:05:23,In Stock,LOT-76597,Humidity controlled
3441,3441,331,190,141,17,56,2025-08-17 02:05:23,In Stock,LOT-59545,Room temperature
3442,3442,160,97,63,96,79,2025-02-16 02:05:23,backordered,LOT-08917,Room temperature
3443,3443,385,149,236,43,90,2025-09-19 02:05:23,In Stock,LOT-76808,Humidity controlled
3444,3444,416,75,341,86,197,2025-01-29 02:05:23,In Stock,LOT-98126,Keep away from sunlight
3445,3445,147,125,22,76,69,2025-08-16 02:05:23,backordered,LOT-57422,Refrigerated
3446,3446,422,390,32,46,178,2024-12-18 02:05:23,backordered,LOT-31964,Cool and dry place
3447,3447,160,97,63,70,60,2025-02-15 02:05:23,backordered,LOT-63004,Keep away from sunlight
3448,3448,239,6,233,15,62,2025-10-31 02:05:23,In Stock,LOT-02369,Room temperature
3449,3449,453,125,328,58,138,2024-12-11 02:05:23,In Stock,LOT-36268,Room temperature
3450,3450,45,23,22,76,120,2025-02-03 02:05:23,backordered,LOT-94301,Refrigerated
3451,3451,207,96,111,82,81,2025-07-04 02:05:23,In Stock,LOT-20471,Keep away from sunlight
3452,3452,76,34,42,75,108,2025-05-21 02:05:23,backordered,LOT-37271,Room temperature
3453,3453,338,25,313,56,129,2025-08-06 02:05:23,In Stock,LOT-17595,Humidity controlled
3454,3454,192,186,6,15,191,2024-11-01 02:05:23,backordered,LOT-74988,Cool and dry place
3455,3455,320,240,80,16,154,2025-07-18 02:05:23,In Stock,LOT-55829,Refrigerated
3456,3456,210,154,56,88,192,2025-03-11 02:05:23,backordered,LOT-84933,Humidity controlled
3457,3457,181,4,177,89,184,2025-07-30 02:05:23,In Stock,LOT-06745,Refrigerated
3458,3458,33,3,30,44,62,2025-08-31 02:05:23,backordered,LOT-84760,Keep away from sunlight
3459,3459,129,31,98,81,185,2025-10-30 02:05:23,In Stock,LOT-94412,Room temperature
3460,3460,320,132,188,92,95,2025-01-25 02:05:23,In Stock,LOT-83337,Keep away from sunlight
3461,3461,255,127,128,76,99,2025-04-22 02:05:23,In Stock,LOT-21885,Refrigerated
3462,3462,270,32,238,61,118,2025-06-30 02:05:23,In Stock,LOT-66695,Refrigerated
3463,3463,344,33,311,28,152,2024-12-20 02:05:23,In Stock,LOT-41329,Room temperature
3464,3464,371,87,284,76,196,2024-12-06 02:05:23,In Stock,LOT-71506,Room temperature
3465,3465,208,76,132,30,55,2025-06-30 02:05:23,In Stock,LOT-66267,Keep away from sunlight
3466,3466,387,367,20,26,144,2025-02-04 02:05:23,backordered,LOT-05514,Keep away from sunlight
3467,3467,109,13,96,49,114,2025-09-20 02:05:23,In Stock,LOT-37769,Keep away from sunlight
3468,3468,447,20,427,59,124,2024-12-13 02:05:23,In Stock,LOT-36634,Keep away from sunlight
3469,3469,80,45,35,57,124,2025-10-11 02:05:23,backordered,LOT-39252,Refrigerated
3470,3470,206,201,5,39,144,2025-05-11 02:05:23,backordered,LOT-95961,Humidity controlled
3471,3471,349,95,254,47,99,2025-10-21 02:05:23,In Stock,LOT-11102,Cool and dry place
3472,3472,240,96,144,49,155,2025-06-11 02:05:23,In Stock,LOT-86712,Room temperature
3473,3473,262,258,4,12,107,2025-09-07 02:05:23,backordered,LOT-00720,Room temperature
3474,3474,123,71,52,99,178,2025-02-09 02:05:23,backordered,LOT-24559,Refrigerated
3475,3475,425,141,284,52,84,2025-03-08 02:05:23,In Stock,LOT-10245,Humidity controlled
3476,3476,425,356,69,17,137,2025-10-13 02:05:23,In Stock,LOT-10910,Room temperature
3477,3477,351,327,24,17,124,2025-07-02 02:05:23,In Stock,LOT-90326,Refrigerated
3478,3478,469,110,359,36,140,2025-07-25 02:05:23,In Stock,LOT-71494,Humidity controlled
3479,3479,131,80,51,100,81,2025-04-13 02:05:23,backordered,LOT-98194,Refrigerated
3480,3480,413,72,341,23,73,2025-09-14 02:05:23,In Stock,LOT-21794,Humidity controlled
3481,3481,232,134,98,69,81,2025-01-27 02:05:23,In Stock,LOT-28179,Cool and dry place
3482,3482,310,101,209,40,73,2024-12-13 02:05:23,In Stock,LOT-34065,Refrigerated
3483,3483,252,55,197,27,153,2024-12-07 02:05:23,In Stock,LOT-27758,Room temperature
3484,3484,115,5,110,62,58,2025-09-23 02:05:23,In Stock,LOT-44663,Cool and dry place
3485,3485,470,384,86,88,179,2025-02-20 02:05:23,backordered,LOT-45337,Room temperature
3486,3486,199,24,175,69,178,2025-04-07 02:05:23,In Stock,LOT-22010,Humidity controlled
3487,3487,368,268,100,11,52,2025-07-30 02:05:23,In Stock,LOT-91217,Refrigerated
3488,3488,420,13,407,13,200,2025-09-08 02:05:23,In Stock,LOT-22145,Room temperature
3489,3489,398,212,186,24,190,2025-08-28 02:05:23,In Stock,LOT-59376,Humidity controlled
3490,3490,268,6,262,41,146,2025-05-15 02:05:23,In Stock,LOT-61894,Keep away from sunlight
3491,3491,326,254,72,43,122,2024-12-31 02:05:23,In Stock,LOT-37052,Cool and dry place
3492,3492,491,371,120,63,50,2024-12-19 02:05:23,In Stock,LOT-63510,Refrigerated
3493,3493,200,94,106,88,138,2025-08-25 02:05:23,In Stock,LOT-04627,Cool and dry place
3494,3494,39,19,20,87,68,2025-08-30 02:05:23,backordered,LOT-76572,Humidity controlled
3495,3495,327,294,33,46,77,2025-01-29 02:05:23,backordered,LOT-56592,Room temperature
3496,3496,115,29,86,60,185,2025-03-02 02:05:23,In Stock,LOT-02461,Room temperature
3497,3497,429,13,416,85,85,2025-04-07 02:05:23,In Stock,LOT-75202,Refrigerated
3498,3498,87,20,67,37,179,2025-08-18 02:05:23,In Stock,LOT-38974,Cool and dry place
3499,3499,122,57,65,45,135,2025-05-13 02:05:23,In Stock,LOT-32600,Keep away from sunlight
3500,3500,39,5,34,42,59,2024-11-10 02:05:23,backordered,LOT-55955,Room temperature
3501,3501,66,66,0,78,154,2025-10-11 02:05:23,backordered,LOT-01783,Room temperature
3502,3502,322,10,312,53,110,2025-02-22 02:05:23,In Stock,LOT-32584,Keep away from sunlight
3503,3503,219,111,108,15,182,2024-11-11 02:05:23,In Stock,LOT-86899,Cool and dry place
3504,3504,59,47,12,26,159,2025-10-23 02:05:23,backordered,LOT-93607,Cool and dry place
3505,3505,483,98,385,17,183,2025-07-20 02:05:23,In Stock,LOT-98487,Room temperature
3506,3506,199,101,98,87,72,2025-10-19 02:05:23,In Stock,LOT-04506,Keep away from sunlight
3507,3507,78,58,20,19,132,2025-07-16 02:05:23,In Stock,LOT-91767,Cool and dry place
3508,3508,487,89,398,37,115,2025-05-11 02:05:23,In Stock,LOT-99359,Room temperature
3509,3509,26,26,0,65,180,2025-01-24 02:05:23,backordered,LOT-37440,Refrigerated
3510,3510,223,146,77,23,174,2024-12-16 02:05:23,In Stock,LOT-39464,Keep away from sunlight
3511,3511,217,195,22,81,86,2024-12-18 02:05:23,backordered,LOT-08303,Refrigerated
